N,P,K,temperature,humidity,ph,rainfall,label,youtube link
146,51,92,78.64517331,54.93458711,5.984478631,125.1779823,Sugarcane,https://youtu.be/ZfTIyrGQ8Fc?si=pIiF6ifiiDBNu0oc
113,52,96,75.31836654,53.40139937,5.83077992,127.9141054,Sugarcane,https://youtu.be/ZfTIyrGQ8Fc?si=pIiF6ifiiDBNu0oc
120,54,108,41.6647628,53.27017555,6.553919734,121.3533501,Sugarcane,https://youtu.be/ZfTIyrGQ8Fc?si=pIiF6ifiiDBNu0oc
100,32,40,24.43204297,63.18039496,6.320612004,169.0142154,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
106,32,43,20.89756028,58.23686943,7.061062243,181.671561,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
82,40,44,22.06361707,64.85744341,6.197358556,150.9042782,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
96,41,68,28.03159586,61.60972097,6.95231028,179.7486556,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
113,39,51,27.75858207,54.37031087,6.373774355,152.712158,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
83,39,56,25.03705857,61.47023352,7.409279096,155.6941536,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
83,59,57,27.36412841,55.52170525,7.431095497,166.4857359,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
62,56,51,22.2417695,53.26601628,6.239314116,168.5614083,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
113,51,45,28.08731538,58.61601934,6.503760701,156.9928706,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
94,51,73,29.98756324,50.41828616,7.284245087,180.2337357,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
113,53,76,21.60961878,56.65870015,7.492078995,187.8134596,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
74,38,50,27.87552976,61.25082897,6.03049771,189.735417,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
91,42,57,29.38594253,56.31743286,7.518971587,196.3922507,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
103,41,65,25.9879464,64.46028764,6.667571428,158.4884606,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
84,36,62,26.05762153,62.99455249,7.384687132,173.5185885,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
90,44,55,30.20338157,56.93006347,6.458638876,196.0660597,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
61,37,41,27.48151348,62.39288049,6.60326715,184.6324805,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
63,44,77,29.58125572,65.00330501,7.329938134,157.957875,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
85,58,63,21.29292785,55.34504228,6.497920375,165.4389912,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
118,35,47,23.69976334,57.3860496,6.017791926,171.6643393,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
104,36,77,23.52965889,57.60068578,7.109865546,171.5953785,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
109,55,76,26.37287151,62.27734286,7.245044535,160.7477703,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
68,53,52,21.04255203,63.92568507,6.891023327,150.8291043,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
71,59,48,20.1405359,57.41990442,6.995483777,171.8794819,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
79,45,47,30.05478776,56.00185745,6.446317381,163.2656494,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
68,59,74,28.54803235,55.27208874,6.11811824,163.7575796,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
89,54,62,24.27523288,56.03235942,6.252646565,159.8011992,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
117,40,43,24.26591578,55.78998162,6.288503229,194.8686706,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
88,50,78,26.11885825,54.12501147,7.2844162,197.7564582,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
70,41,64,27.38829932,61.91087275,6.513658627,191.8509258,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
102,45,44,24.98585275,50.65139983,6.77347457,156.6181068,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
60,33,67,26.94093403,57.07507117,6.173903609,166.0745867,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
73,36,53,24.00492571,62.5905807,6.414786412,189.7048326,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
114,53,77,26.64108301,59.88921597,6.539420257,183.5806303,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
72,42,52,30.85009435,50.65157477,7.428201643,154.6119187,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
87,56,56,30.51162523,56.22495562,7.390890852,194.9479525,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
110,41,57,26.47545712,55.55443026,6.861840246,163.6567693,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
61,39,71,26.66143368,53.20017043,6.938311417,180.9370966,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
117,47,50,23.7539717,63.37528703,6.362481555,190.5278654,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
80,52,42,22.3436329,54.27497248,6.380161968,194.2204753,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
93,33,46,23.61366799,57.23762499,7.204267979,180.208133,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
88,51,64,20.0309401,59.22403314,6.368343379,198.749438,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
115,58,79,24.7013044,64.33925387,7.537693334,155.6956909,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
77,30,64,26.09859132,58.97894415,6.018677984,192.8546709,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
110,34,56,27.45614746,54.05850295,6.350382768,186.9625003,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
72,33,56,25.76827802,50.07325131,7.118029356,177.3062344,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
110,36,40,23.72945464,54.14856875,6.196426982,191.783138,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
79,51,50,20.77126516,54.9934201,6.754039106,175.2391881,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
103,51,57,30.98726342,56.10123534,6.398375663,183.2105009,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
76,41,57,24.77250618,57.32481543,6.001336335,152.4122137,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
108,37,60,29.06166583,65.03295658,6.026391954,165.8501194,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
116,36,79,28.02306142,61.19219091,6.360149373,183.6981714,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
100,51,75,29.26826107,60.28522474,7.434464192,160.4068866,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
115,59,49,20.92032974,51.01881969,6.062880984,195.2496322,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
81,30,56,23.62060564,50.0533563,6.09114189,176.2471552,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
67,38,64,21.82210933,59.42774167,6.653608908,173.454491,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
61,35,51,26.58210314,62.45837432,6.07971078,175.2167202,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
62,31,72,27.01856543,59.2360328,6.85561536,186.0717037,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
114,30,56,25.03633075,51.43588695,7.148509905,172.782007,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
84,37,43,29.09514748,60.12239556,7.186736662,187.3338376,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
116,31,62,20.3340365,59.52156075,6.263944917,161.2756166,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
116,38,58,25.93118904,56.7583321,7.367455396,176.3670445,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
116,55,70,28.65954742,55.41296546,6.436447953,171.3417837,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
109,41,43,25.15410181,52.3856435,6.179702117,161.561121,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
61,49,55,24.2030069,50.97266482,7.215212228,178.4779917,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
104,59,76,30.48046482,59.79654594,6.442148687,164.4225712,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
80,45,53,21.22372322,62.30837706,7.545576507,188.3610352,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
107,56,62,26.43688705,64.56043436,6.22656499,159.0289273,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
62,37,66,27.05728869,65.0662829,7.483580225,158.6881554,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
110,42,40,22.00573534,61.18503674,7.42738408,156.1292435,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
97,58,52,24.92632356,64.61065167,6.778004287,180.4057081,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
110,38,76,25.81166752,57.2329266,6.88781951,191.4418838,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
73,50,42,21.60438609,58.48972404,6.80425256,165.7300784,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
60,35,69,30.11961576,52.5847248,7.136312213,173.4966613,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
63,41,60,23.21811875,56.89590551,7.317594954,168.7525373,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
79,47,71,28.63226148,51.90424087,7.501994289,186.0213299,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
62,42,77,23.43820096,52.29638533,7.043840418,175.423716,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
70,36,62,20.3044851,53.20030586,7.186805054,161.302955,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
102,45,55,25.21101444,59.03568708,6.210368711,188.5223741,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
119,47,67,25.2588237,55.42162584,7.335655352,184.7754476,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
77,31,72,27.49549714,53.29380093,6.306825042,199.4617384,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
82,59,75,27.60847079,54.15175588,7.023450794,161.8783358,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
99,58,63,27.48533021,50.07778517,6.595615969,175.621133,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
110,41,56,24.88380217,56.15595962,7.24039687,168.4380438,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
87,42,50,28.36994786,54.18693844,6.220218918,163.4738221,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
75,35,41,25.36269071,56.73752033,7.370290016,179.6558557,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
76,35,68,25.17647444,58.4806256,6.690819362,150.3459365,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
109,34,56,20.21235311,52.96571298,7.115412347,195.7077033,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
119,45,74,21.3986346,56.99555651,7.002452726,161.9914036,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
114,50,43,21.13348539,59.65949304,7.478575218,168.5800137,Turmeric,https://youtu.be/aadjE3OFm8U?si=PHSmIZhJM1_5skzy
75,55,60,25.05080935,57.89580962,6.406987307,153.4656463,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
65,55,43,21.9425105,50.43126568,6.834965624,154.7634133,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
96,51,47,20.7659785,58.72872507,6.632827806,183.7908302,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
87,53,68,24.09567825,53.01394206,7.361089033,173.903004,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
82,36,59,29.3522604,51.86393561,6.627750807,163.3650611,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
63,35,74,30.04894202,54.23033634,7.269023858,170.4081835,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
72,32,41,21.5535031,50.65236729,7.089811808,134.1264021,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
68,42,79,23.51022703,52.40870905,6.197446811,185.9982017,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
96,47,54,25.52830186,58.32803067,6.144200689,136.5018805,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
98,31,69,20.13816979,53.19093199,7.583725558,103.3816532,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
66,39,76,21.40542641,52.21255731,6.430954673,171.8677938,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
74,51,73,21.55416455,58.93025087,6.613834799,151.632891,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
63,41,74,21.52959722,52.45799899,7.153807059,167.2690621,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
64,39,41,27.35220843,57.91640323,6.477815085,123.8408019,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
96,35,68,28.91465923,55.09675598,7.168780704,169.276262,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
81,39,64,22.30690452,54.64970336,6.422517575,188.7072523,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
85,34,43,22.61422976,58.33850525,7.420699424,142.7965167,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
68,33,49,23.30058001,56.87109974,7.451634657,114.8728161,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
91,53,69,26.53631434,50.90220492,6.786635678,112.7637515,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
98,43,59,27.70881321,57.00517454,7.546406246,127.2225985,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
87,48,70,21.14885757,54.7952226,6.614014641,133.3154255,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
78,44,65,23.95207254,56.76460405,7.268860989,123.4689272,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
68,47,48,25.36599662,55.24878776,7.434654571,146.8368875,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
77,51,67,20.08977156,51.77869039,7.402711163,155.9730086,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
68,31,78,25.69362537,59.93667981,6.372946684,152.8510797,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
68,58,72,22.25205664,50.7140614,7.067899044,144.1733345,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
97,59,50,29.49646198,57.57885595,6.744976856,123.0830013,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
66,32,59,27.94048757,59.20039667,6.921363912,106.9368256,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
75,44,68,24.37577297,57.05137462,6.652290683,171.5523326,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
85,56,59,24.77388495,58.44206593,6.06020711,151.950427,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
60,57,47,27.78924881,55.22010213,6.961051982,158.9199294,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
100,47,42,25.3979036,58.85310318,6.350883086,167.2431818,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
75,54,40,25.52973419,58.38404842,7.136542948,163.9303171,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
76,40,45,20.18634439,51.10070963,7.086799801,129.5726037,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
92,57,68,29.65652868,52.6669159,7.338304239,177.2006717,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
88,41,50,27.58414751,50.67724879,6.124028,198.3257032,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
99,32,56,28.49740588,52.11841013,6.270228287,155.9964325,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
87,37,65,23.6166413,57.72463111,6.404219239,173.3078696,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
72,32,48,21.73276077,57.89960943,7.345182688,140.5554153,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
92,53,50,20.45893273,53.85352347,6.828212299,148.5496746,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
78,54,50,22.21176627,50.18481483,6.216944885,154.6113612,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
89,52,77,21.91941203,55.43085148,6.311771964,134.8256213,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
64,32,62,26.84118888,59.24175127,7.121432356,142.4100968,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
90,33,69,21.28291702,56.8504607,6.781142906,155.3486874,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
78,44,58,20.75061886,52.02390628,7.131397895,144.3574333,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
100,59,56,27.42242563,57.94455914,6.069024621,195.2066846,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
68,58,72,26.20702726,56.38799861,7.440720402,145.4646323,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
63,30,69,21.90096519,52.48176565,6.737206658,145.5992231,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
68,57,50,21.352357,53.11476911,6.021567532,150.1415237,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
79,58,75,24.44210612,50.37164147,6.248460787,140.0116079,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
82,34,79,23.84640717,59.91988036,7.346267586,163.7033961,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
66,42,61,29.21211246,58.85076426,6.222396002,186.2507676,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
90,45,60,22.37703119,50.69311649,7.312610266,151.9549179,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
67,44,79,23.43674043,55.83288217,6.341758896,134.2319185,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
80,34,78,24.10405611,55.78365118,7.279335222,186.3601881,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
85,58,61,23.00349297,51.59458974,7.039465958,184.2293486,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
95,48,68,29.3408516,59.11267018,6.715848209,164.5524165,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
66,51,51,23.62729235,56.18246033,6.832282021,191.4357128,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
63,40,76,30.04414742,54.32853186,7.509905813,153.4218718,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
66,30,50,26.97791549,50.97108687,7.383363175,176.5434824,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
65,32,67,22.3398155,51.69725143,6.005728024,119.3131585,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
96,48,74,22.30887871,56.15678156,7.396660605,149.646417,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
73,36,57,28.99766881,59.59284305,7.429992382,101.9364328,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
74,48,47,23.13665711,51.67708692,7.268792059,194.2359311,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
80,56,79,21.98294696,57.3697973,6.842427771,193.095153,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
83,49,57,27.85468644,60.06430705,6.709827919,164.0881929,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
79,35,46,28.45074351,56.50344924,7.575710774,173.2022674,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
62,51,71,28.28713629,55.99125405,6.32654355,194.0129286,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
98,49,62,25.824786,58.18722098,6.047193215,118.5335536,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
85,54,78,26.99899882,58.18138983,7.382592678,173.2337131,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
100,56,58,20.86097975,50.58032377,6.335745207,102.6083051,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
88,43,67,26.89429791,57.47893397,6.757201785,162.067778,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
76,37,74,24.05465817,54.6142968,6.796701325,151.518335,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
100,37,59,22.65556399,57.72015368,7.470000233,113.2699383,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
100,37,64,20.09145712,50.97134492,7.014311225,153.7889416,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
79,59,66,28.73653716,55.51862453,6.592074466,144.8335877,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
63,55,73,24.53318966,59.36319606,7.149274033,128.2498731,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
88,41,59,29.5630668,53.68069929,7.166017243,146.6338608,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
93,49,47,22.68984052,53.71082137,6.044443704,139.5457554,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
78,34,43,24.20258238,52.14369707,7.481345744,102.9744211,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
88,57,53,22.60513505,59.41598221,6.512672344,132.8380383,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
85,57,68,29.52277053,51.74528609,6.978255416,162.1161041,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
99,39,55,22.92287238,53.06334027,6.374516603,171.6656236,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
64,31,52,27.60998226,56.38293014,7.145234693,185.9110698,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
89,40,66,24.323642,59.52847733,6.402873123,184.2980652,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
72,36,51,26.86410855,59.95956294,6.325583643,166.8928444,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
61,54,52,22.30771531,53.50648986,6.100002173,159.7490651,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
63,53,71,20.76016026,58.28589347,6.162323748,184.3294482,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
83,33,65,20.7992307,59.05509383,7.351820508,141.2534352,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
74,59,48,29.48703922,55.71413792,6.518062711,171.9617366,Ragi,https://youtu.be/nWUXXKMz9xc?si=nd0nVd4D-YtxbuSb
98,43,56,20.07431887,51.38279546,6.0291499,82.18690853,Chillies,https://youtu.be/pf07w8CNRJU?si=aP7vh_hrsFhx3ddB
92,35,46,20.4302269,50.2595352,6.362693176,53.82675637,Chillies,https://youtu.be/pf07w8CNRJU?si=aP7vh_hrsFhx3ddB
99,31,75,27.82000557,62.55291702,6.148517442,72.82596971,Chillies,https://youtu.be/pf07w8CNRJU?si=aP7vh_hrsFhx3ddB
88,34,46,24.23930545,58.97287147,6.814866725,75.42413115,Chillies,https://youtu.be/pf07w8CNRJU?si=aP7vh_hrsFhx3ddB
100,39,45,20.13826194,69.75361463,6.48964249,65.99277708,Chillies,https://youtu.be/pf07w8CNRJU?si=aP7vh_hrsFhx3ddB
82,30,43,25.71656851,60.43324709,6.496642068,59.15565196,Chillies,https://youtu.be/pf07w8CNRJU?si=aP7vh_hrsFhx3ddB
62,46,63,25.57019947,70.09758276,6.3918856,72.05817143,Chillies,https://youtu.be/pf07w8CNRJU?si=aP7vh_hrsFhx3ddB
